T,Model,Average ⬆️,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,Type,Architecture,Weight type,Precision,Merged,Hub License,#Params (B),Hub ❤️,Available on the hub,Model sha,Flagged,MoE
⭕,ericzzz/falcon-rw-1b-chat,37.37,35.58,61.12,24.51,39.62,61.72,1.67,instruction-tuned,FalconForCausalLM,Original,bfloat16,False,apache-2.0,1.31,3.0,True,61c2b3f27c8d32912d0b9ff47ebf687af2eb9e86,False,False
🟢,Dampish/StellarX-4B-V0,37.31,36.95,61.9,26.85,34.3,63.85,0.0,pretrained,GPTNeoXForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,4.0,1.0,True,0a79832bd57a8cdadc61626fb77bdc26c85b9fa4,False,False
🔶,TinyLlama/TinyLlama-1.1B-Chat-v1.0,37.28,36.09,61.1,25.39,37.48,61.25,2.35,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,670.0,True,de253fa9783f8bd558c9ed398c8ffbe3c55cedb3,False,False
?,TheBloke/WizardLM-30B-Uncensored-GPTQ,37.27,29.44,26.47,24.35,49.15,73.16,21.08,,LlamaForCausalLM,Original,float16,False,other,35.58,112.0,True,43c701ddbe0bceac26c860307e06763cc5203500,False,False
🔶,DanielSc4/RedPajama-INCITE-Chat-3B-v1-FT-LoRA-8bit-test1,37.27,38.65,63.53,25.16,36.07,60.14,0.08,fine-tuned,Unknown,Adapter,8bit,False,?,3.0,0.0,True,f477d24b00e05fe4c5f8d5f933080994cfd90e4e,False,False
?,GeorgiaTechResearchInstitute/galactica-6.7b-evol-instruct-70k,37.27,42.58,49.3,32.96,42.1,56.27,0.38,,OPTForCausalLM,Original,float16,False,cc-by-nc-4.0,6.7,18.0,True,14fa470051d0bc38fd871643186a9edfd3a8a9aa,False,False
🔶,euclaise/falcon_1b_stage1,37.25,35.15,62.4,24.47,40.0,61.48,0.0,fine-tuned,FalconForCausalLM,Original,bfloat16,False,apache-2.0,1.0,0.0,True,f85d91ff3f6cadc93f7222a19b9c4930c8842366,False,False
🟢,AI-Sweden-Models/gpt-sw3-6.7b,37.23,36.35,60.75,26.0,39.04,60.69,0.53,pretrained,GPT2LMHeadModel,Original,bfloat16,False,other,7.11,0.0,True,7b20cb87e793e1b73b6a73da5261c6010f2b5410,False,False
🟦,sreeramajay/TinyLlama-1.1B-orca-v1.0,37.17,36.35,61.23,25.18,36.58,61.4,2.27,RL-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,7dbbc8ccc85c1c3f1ce7cffbb62b97ca6d2ca046,False,False
🔶,TinyLlama/TinyLlama-1.1B-Chat-v1.0,37.17,35.92,61.11,25.0,37.38,61.17,2.43,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,670.0,True,de253fa9783f8bd558c9ed398c8ffbe3c55cedb3,False,False
🔶,kevin009/lamatama,37.15,36.35,61.12,24.72,37.67,60.77,2.27,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,bb8349cd64652df9a62bc46c12c24f3226662a5c,False,False
🔶,princeton-nlp/Sheared-LLaMA-1.3B-ShareGPT,37.14,33.96,62.55,26.42,43.03,56.83,0.08,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.3,8.0,True,d2f3cfae7746c4ff07353b39828985ea0f36b07d,False,False
🟢,EleutherAI/pythia-2.7b,37.09,37.37,60.74,25.86,35.4,62.12,1.06,pretrained,Unknown,Original,float16,False,?,2.91,0.0,True,b9d8cace80b1a97f5ed380711aea31f2d1b24310,False,False
🔶,Deathsquad10/TinyLlama-repeat,37.09,35.24,60.25,26.07,38.78,60.46,1.74,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,14728ff7c51471faec92a4c86261951cc4175f61,False,False
🟦,davanstrien/TinyLlama-1.1B-Chat-v1.0-intel-dpo,37.09,35.84,61.29,25.05,37.38,61.01,1.97,RL-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,da2b792b7edf3d30b6e8ed05ebc8e9bbde442b5c,False,False
🟢,tiiuae/falcon-rw-1b,37.07,35.07,63.56,25.28,35.96,62.04,0.53,pretrained,FalconForCausalLM,Original,float16,False,apache-2.0,1.0,83.0,True,e4b9872bb803165eb22f0a867d4e6a64d34fce19,False,False
🔶,Phind/Phind-CodeLlama-34B-v1,37.06,27.13,28.28,28.94,44.94,72.61,20.47,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,34.0,318.0,True,b073c9bb418ae52ca76b4ab48ac2dfbc8622f434,False,False
?,bigscience/bloomz-3b,37.03,36.86,54.95,32.91,40.34,57.14,0.0,,BloomForCausalLM,Original,float16,False,bigscience-bloom-rail-1.0,3.0,73.0,True,31eefcb2bcd69632925adf07e090debafe95436d,False,False
🔶,alexredna/TinyLlama-1.1B-Chat-v1.0-reasoning-v2-dpo,37.03,34.39,61.87,26.34,36.13,63.46,0.0,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,f61da97b0c79b404f3dbe88f9379d1c918777338,False,False
🔶,Aabbhishekk/TinyLlama-1.1B-miniguanaco,37.02,35.15,60.26,26.26,38.84,60.14,1.44,fine-tuned,?,Original,float16,False,apache-2.0,1.1,0.0,True,e2495b16f1d812485842b199a026438e037f15f5,False,False
⭕,codellama/CodeLlama-13b-Python-hf,37.0,32.59,43.94,27.23,44.59,65.04,8.64,instruction-tuned,LlamaForCausalLM,Original,4bit,False,llama2,13.02,31.0,True,ea1b775799b477fe22e64f8ac9107f28950b5c87,False,False
🔶,AIChenKai/TinyLlama-1.1B-Chat-v1.0-x2-MoE,36.98,36.01,61.04,24.81,37.37,60.38,2.27,fine-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,1.86,0.0,True,fe49be7cae7eb8362e176e4d371fb9dd8c68422d,True,True
🔶,KoboldAI/OPT-2.7B-Erebus,36.96,34.39,60.91,26.7,37.82,61.64,0.3,fine-tuned,OPTForCausalLM,Original,float16,False,other,2.7,33.0,True,39ca914ceb82f7f14a38484023bc04f0cd5d0a8d,False,False
🔶,jan-hq/LlamaCorn-1.1B,36.94,34.13,59.33,29.01,36.78,61.96,0.45,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,309e861eb3291666e9bd4e899fc95c8513beda4d,False,False
🔶,cmarkea/bloomz-3b-sft-chat,36.94,36.86,54.34,31.49,39.69,58.88,0.38,fine-tuned,BloomForCausalLM,Original,bfloat16,False,bigscience-bloom-rail-1.0,3.0,10.0,True,a35b6ae6809891e253b45fb5795979c33992e548,False,False
🔶,Azure99/blossom-v1-3b,36.9,36.86,55.1,26.7,43.45,58.88,0.38,fine-tuned,BloomForCausalLM,Original,float16,False,apache-2.0,3.0,1.0,True,3235ee41e3793c98749b7bbd2bb80882a12ac889,False,False
⭕,Phind/Phind-CodeLlama-34B-v2,36.89,24.57,27.6,25.76,48.37,71.82,23.2,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,34.0,641.0,True,949f61e203f91b412efe8f679c798f09f0ff4b0c,False,False
⭕,codellama/CodeLlama-7b-Python-hf,36.89,31.31,52.86,27.32,42.21,63.06,4.55,instruction-tuned,LlamaForCausalLM,Original,4bit,False,llama2,6.74,78.0,True,ec4dd26f30674fdee00ef161b55f464ce28f9c20,False,False
⭕,Rallio67/3B-redpajama-conditional-alpha,36.88,36.26,61.9,25.42,36.31,60.77,0.61,instruction-tuned,GPTNeoXForCausalLM,Original,float16,False,,3.0,1.0,False,7e2156c14b4b7981a4cd6db7b878888a98144df0,False,False
🔶,euclaise/falcon_1b_stage2,36.88,33.11,63.19,24.22,38.4,62.35,0.0,fine-tuned,FalconForCausalLM,Original,bfloat16,False,apache-2.0,1.0,3.0,True,025c77e9ee457c6771c5a36dbacd064c269642a5,False,False
🔶,KoboldAI/OPT-2.7B-Nerybus-Mix,36.88,33.7,61.21,26.6,37.57,62.04,0.15,fine-tuned,OPTForCausalLM,Original,float16,False,other,2.7,9.0,True,b4131723cfff1fa42f6cbab546c5b4bb0d19fd83,False,False
🔶,OpenBuddy/openbuddy-openllama-3b-v10-bf16,36.87,36.26,58.38,23.89,42.04,59.67,0.99,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,3.0,6.0,True,7f24d32de53aa4bc150f04ca2418604475173921,False,False
🔶,Writer/camel-5b-hf,36.81,35.15,57.62,26.07,40.65,61.01,0.38,fine-tuned,GPT2LMHeadModel,Original,float16,False,apache-2.0,5.0,106.0,True,d1438e22a33b9115af0e47ab3a0fe844cbf588a6,False,False
🔶,appvoid/palmer-002,36.79,34.47,59.41,25.94,37.06,62.67,1.21,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,0.0,2.0,True,8b79b8c2126483baeb3a503c51cd4ffa9d7c11a6,False,False
🔶,TFLai/pythia-2.8b-4bit-alpaca,36.77,34.73,58.96,25.53,39.14,61.64,0.61,fine-tuned,Unknown,Adapter,4bit,False,?,2.8,0.0,True,40e84b6d38aac92a0302c2a682498794ef0fd901,False,False
🔶,KoboldAI/OPT-2.7B-Nerys-v2,36.75,33.28,61.23,26.44,37.23,62.04,0.3,fine-tuned,OPTForCausalLM,Original,float16,False,other,2.7,6.0,True,91d7afd6dbf3bbd1e4ccc6b9a2618d632a8cbb92,False,False
⭕,vihangd/dopeyshearedplats-1.3b-v1,36.74,34.39,64.31,25.4,38.21,57.38,0.76,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,1.3,0.0,True,45aa5d406bb6975deb801e5fffa27ca23e5724a5,False,False
🟢,facebook/opt-2.7b,36.74,33.96,61.43,25.43,37.43,61.96,0.23,pretrained,OPTForCausalLM,Original,float16,False,other,2.7,52.0,True,397f71a473a150c00f0fe3fc4a2f78ff3ccaf82d,False,False
🔶,L-R/LLmRa-2.7B,36.72,37.03,60.65,25.58,35.23,61.56,0.3,fine-tuned,OPTForCausalLM,Original,float16,False,other,2.7,1.0,True,93201b7d778272fb3252481c1cbd56f726d43e6b,False,False
🟢,EleutherAI/pythia-2.8b-deduped,36.72,36.26,60.66,26.78,35.56,60.22,0.83,pretrained,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,2.91,13.0,True,7d977fed8c4ce9649816af8cd5fe36a639cbe5b2,False,False
🔶,aisquared/chopt-2_7b,36.72,36.01,63.38,25.44,37.71,57.77,0.0,fine-tuned,OPTForCausalLM,Original,float16,False,other,7.0,0.0,True,45f57352c10a1fb1ec13c4bf387a15552ca1fe65,False,False
⭕,maywell/TinyLlama-MoE-Chat-0.1,36.7,34.39,56.72,29.36,37.82,59.67,2.27,instruction-tuned,MixtralForCausalLM,Original,bfloat16,False,apache-2.0,6.43,0.0,False,2ebc34217cafbff7812e85fd59c682550bbeb4f8,False,True
🔶,danielhanchen/open_llama_3b_600bt_preview,36.65,36.86,59.96,25.97,32.81,63.69,0.61,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,3.43,0.0,True,d8fddf7651dfcae5aefda59d9e868c9111d8bdb3,False,False
⭕,42dot/42dot_LLM-SFT-1.3B,36.61,36.09,58.96,25.51,39.98,58.41,0.68,instruction-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.44,22.0,True,7474cafe5dc60549c19f89f7c49392a8a32b9199,False,False
⭕,PSanni/Deer-3b,36.55,38.48,57.41,25.64,39.98,57.46,0.3,instruction-tuned,BloomForCausalLM,Original,float16,False,apache-2.0,3.0,2.0,True,53ea8f8862fc1820f0cd31f62953b7290fd79867,False,False
🔶,BEE-spoke-data/TinyLlama-3T-1.1bee,36.46,33.79,60.29,25.86,38.13,60.22,0.45,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,eca8e79df61b9872b84df24f61f0d8f0573d383e,False,False
⭕,codellama/CodeLlama-7b-Python-hf,36.42,29.27,50.12,28.37,41.61,64.01,5.16,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,6.74,78.0,True,ec4dd26f30674fdee00ef161b55f464ce28f9c20,False,False
🟢,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,36.42,33.87,60.31,26.04,37.32,59.51,1.44,pretrained,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,80.0,True,df4c1907f152969ce2850c097e414d79c3a1665a,False,False
🟢,facebook/xglm-7.5B,36.38,34.13,60.77,27.79,36.66,58.72,0.23,pretrained,XGLMForCausalLM,Original,float16,False,mit,7.5,50.0,True,732d59308a844004bd9a4def972cc7c3896a38e0,False,False
🔶,SanjiWatsuki/WoolyHermes-1.1B,36.37,34.3,59.37,25.59,37.58,59.35,2.05,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,1.1,0.0,True,cf2c67039648176ffe45e3ffb9892557a95d3405,True,True
🔶,Phind/Phind-CodeLlama-34B-Python-v1,36.33,24.66,29.77,27.95,45.27,68.82,21.53,fine-tuned,LlamaForCausalLM,Original,float16,False,llama2,34.0,243.0,True,3aabef8c9bc1b3ec2fffed053645bc1e2d829b6c,False,False
🟢,cerebras/Cerebras-GPT-6.7B,36.27,35.07,59.36,25.93,38.02,58.72,0.53,pretrained,?,Original,float16,False,apache-2.0,6.7,62.0,True,4f56c6e28f9a2a1c470626f1a064238806f19f09,False,False
?,TinyLlama/TinyLlama-1.1B-intermediate-step-1195k-token-2.5T,36.26,33.53,59.38,26.22,36.79,60.22,1.44,,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,37.0,True,03978af6c0997cda809de070e056ee5ddb7e7188,False,False
🟢,EleutherAI/gpt-neo-2.7B,36.2,33.36,56.24,26.45,39.78,60.06,1.29,pretrained,GPTNeoForCausalLM,Original,float16,False,mit,2.72,371.0,True,e24fa291132763e59f4a5422741b424fb5d59056,False,False
🔶,bertin-project/bertin-gpt-j-6B-alpaca,36.19,36.01,54.3,27.66,43.38,55.8,0.0,fine-tuned,GPTJForCausalLM,Original,float16,False,openrail,6.0,7.0,True,636b17d6044189343475d1889f076aba73036905,False,False
🔶,euclaise/falcon_1b_stage3_2,36.19,34.56,58.37,23.87,39.89,60.46,0.0,fine-tuned,FalconForCausalLM,Original,bfloat16,False,apache-2.0,1.0,0.0,True,aec2f59879ea6dfa5233611c4cf83cf3cb974d40,False,False
🟢,Dampish/StellarX-4B-V0.2,36.15,34.64,56.74,25.55,38.55,61.4,0.0,pretrained,GPTNeoXForCausalLM,Original,float16,False,cc-by-nc-sa-4.0,4.0,2.0,True,605b6812956400dbde24ad7b8649a744a2ddfc8e,False,False
🟢,bigscience/bloom-3b,36.07,35.75,54.37,26.59,40.57,57.62,1.52,pretrained,BloomForCausalLM,Original,float16,False,bigscience-bloom-rail-1.0,3.0,77.0,True,52bc5b43010b4844513826b8be3f78c7344c37d7,False,False
?,TheBloke/Wizard-Vicuna-13B-Uncensored-GPTQ,36.06,29.61,25.47,25.34,50.25,75.77,9.93,,LlamaForCausalLM,Original,float16,False,other,16.22,272.0,True,d9b00ec47ae3546398432f0693fe2d5d92bf143b,False,False
⭕,KnutJaegersberg/Deacon-1_8b,36.03,33.7,52.33,33.97,39.05,57.14,0.0,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,1.84,0.0,True,77056bdfc4f05eb933a9e9af3af6fe68f89eb0b7,False,False
🔶,Azure99/blossom-v2-3b,35.98,35.32,54.1,23.99,43.11,58.8,0.53,fine-tuned,BloomForCausalLM,Original,float16,False,apache-2.0,3.0,0.0,True,1a403344de52ddb7f18548a526a927714adfe4d4,False,False
⭕,vihangd/shearedplats-1.3b-v1,35.97,35.41,62.75,24.75,33.93,58.48,0.53,instruction-tuned,LlamaForCausalLM,Original,float16,False,llama2,1.3,0.0,True,7ac93152e1807ec1d732500255a747e27922fb1a,False,False
🔶,remyxai/localmentor_25K_3epochs_tinyllama,35.96,34.22,59.01,24.93,36.07,60.46,1.06,fine-tuned,Unknown,Original,float16,False,?,1.1,0.0,True,670b3f3be7ee5fd09922c033d0fa2d539f98344a,False,False
🔶,princeton-nlp/Sheared-LLaMA-1.3B,35.95,32.85,60.91,25.71,37.14,58.64,0.45,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.3,72.0,True,b1c3f74c8495e27b3963d64af0781d4a611794f3,False,False
🔶,KoboldAI/GPT-J-6B-Adventure,35.95,37.12,61.26,25.94,34.56,55.96,0.83,fine-tuned,GPTJForCausalLM,Original,float16,False,,6.0,15.0,False,e2c00dc99f986f2430f5d34c0214969cee786755,False,False
🔶,ehartford/CodeLlama-34b-Python-hf,35.92,38.05,34.79,32.96,43.57,66.14,0.0,fine-tuned,Unknown,Original,float16,False,?,33.48,0.0,True,45f38e53a579a2b39298cc57ab04078722bebec0,False,False
🔶,ewqr2130/TinyLamma-SFT,35.88,34.39,59.14,24.26,37.2,58.64,1.67,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,4dbfdc67f096a0a801d95c4f4c74cd6dd0c52e1c,False,False
⭕,MayaPH/opt-flan-iml-6.7b,35.84,30.12,58.82,25.12,36.74,64.25,0.0,instruction-tuned,OPTForCausalLM,Original,float16,False,cc-by-sa-4.0,6.66,1.0,True,cbe8d60db6f3c52e653ca73e23a1c34c08127d02,False,False
⭕,RWKV/rwkv-raven-3b,35.81,36.69,59.78,24.87,35.6,57.46,0.45,instruction-tuned,RwkvForCausalLM,Original,float16,False,,3.0,6.0,False,1ddeea6a7313c8ba8824645d7aa88d5449458f67,False,False
🔶,Ba2han/Tinypus-1.5B,35.73,33.45,57.35,25.53,39.35,57.7,0.99,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,mit,1.45,0.0,True,5bfbd6b5920189dad68217576e0e23be4d2265d4,False,False
🟢,Dans-DiscountModels/ShearedLlama-1.3b-FFT-Test1,35.71,32.68,59.99,25.69,36.97,58.72,0.23,pretrained,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.3,1.0,True,68e43c006a01764d3ff2bcaeaec5289f2ddad36a,False,False
🔶,42dot/42dot_LLM-PLM-1.3B,35.7,32.42,56.39,27.09,38.68,58.88,0.76,fine-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.44,16.0,True,a72bf57eb02cd4ea4388a344b4a5893aa95698da,False,False
🔶,sartmis1/starcoder-finetune-selfinstruct,35.65,31.23,47.66,29.52,41.63,57.77,6.07,fine-tuned,Unknown,Original,float16,False,?,0.0,0.0,True,b21bd307ea7417185e7dc59557c399a3e4e0092b,False,False
🟢,freecs/Tiny-Llama-3-7b,35.6,34.64,56.39,24.51,38.03,59.67,0.38,pretrained,LlamaForCausalLM,Original,float16,False,apache-2.0,6.91,0.0,False,778db38d13be6ed3384fa049114a95d56cf420d3,False,False
🟢,freecs/Llama-3-7b,35.6,34.64,56.39,24.51,38.03,59.67,0.38,pretrained,LlamaForCausalLM,Original,float16,False,apache-2.0,6.91,0.0,False,778db38d13be6ed3384fa049114a95d56cf420d3,False,False
🔶,zyh3826/20231206094523-pretrain-Llama-2-13b-hf-76000,35.58,31.06,52.03,24.43,44.71,61.25,0.0,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,llama2,13.25,0.0,True,28b3ae089b5610053f2294d24667fe248405f031,False,False
🔶,habanoz/tinyllama-oasst1-top1-instruct-full-lr1-5-v0.1,35.58,32.85,58.16,25.96,38.35,57.7,0.45,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,1.0,True,e55b262cbd0ee52f7a4cbda136dbf1a027987c47,False,False
?,TheBloke/wizard-vicuna-13B-GPTQ,35.56,28.67,25.94,25.84,48.53,74.74,9.63,,LlamaForCausalLM,Original,float16,False,other,16.22,99.0,True,936a51c0219744d7a9598d0c65a7d18e01660601,False,False
🔶,PY007/TinyLlama-1.1B-Chat-v0.3,35.56,35.07,57.7,25.53,36.67,57.7,0.68,fine-tuned,Unknown,Original,float16,False,?,1.03,0.0,True,20dd44d78aa09480bf15ca0ecc0c0780951d49a9,False,False
🔶,pythainlp/wangchanglm-7.5B-sft-en-sharded,35.55,34.47,59.81,26.37,34.15,58.25,0.23,fine-tuned,XGLMForCausalLM,Original,float16,False,cc-by-sa-4.0,7.5,0.0,True,dd22eaea8be3fcb8c28f61b513a89d1adac00ffd,False,False
🔶,Dans-DiscountModels/TinyLlama-1.1B-FFT-Test2,35.53,34.22,57.96,25.54,36.32,58.8,0.38,fine-tuned,LlamaForCausalLM,Original,bfloat16,False,apache-2.0,1.1,0.0,True,dfedea2fbf66c27c88cd4b2eeb0ff0f5041e3b59,False,False
?,HuggingFaceH4/starchat-alpha,35.49,31.57,49.43,30.76,43.66,55.09,2.43,,GPTBigCodeForCausalLM,Original,float16,False,bigcode-openrail-m,15.52,225.0,True,b693a7a7d52bed1cd7cc0fe00399db838b09c74f,False,False
🔶,bhenrym14/airoboros-33b-gpt4-1.4.1-PI-8192-fp16,35.46,32.0,53.88,31.43,38.59,56.83,0.0,fine-tuned,LlamaForCausalLM,Original,float16,False,,32.53,2.0,False,1dd7804dbbb547c1be852652ce74568ba41d4e73,False,False
🔶,AtAndDev/ShortKingv0.1,35.45,34.22,54.59,25.78,41.64,56.04,0.45,fine-tuned,Unknown,Original,float16,False,?,1.42,0.0,True,6cd9b5bc13ee15b5e7e7cfb46477bc6a7c0b5d47,False,False
🔶,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-2.2epochs-oasst1-top1-instruct-V1,35.45,31.48,54.4,25.47,42.34,57.54,1.44,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,74cd9eba94e77832b3081689fc5c99c37c063790,False,False
🔶,nnpy/Nape-0,35.43,32.68,58.68,24.88,38.99,57.3,0.08,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,1.1,3.0,True,47e07bd518b989890a7f694d39e2772e703384c9,False,False
🔶,lizhuang144/starcoder_mirror,35.43,31.31,45.82,29.29,43.38,57.22,5.53,fine-tuned,Unknown,Original,float16,False,?,0.0,0.0,True,eb5f39bac15ccab9463001aa203e33d49f4ff7cb,False,False
🔶,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-3epochs-oasst1-top1-instruct-V1,35.42,31.4,54.24,25.36,42.47,57.7,1.36,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,0.0,True,b1ec2a1e08eb790b9a32a43053316650921af943,False,False
?,TheBloke/openchat_v2_openorca_preview-GPTQ,35.38,27.99,26.06,24.24,50.08,70.64,13.27,,LlamaForCausalLM,Original,float16,False,other,16.22,15.0,True,5a4c2ea612b71d7c00118f796db7189bc1a0c930,False,False
🔶,aisquared/chopt-1_3b,35.32,31.48,56.63,25.35,40.19,58.25,0.0,fine-tuned,OPTForCausalLM,Original,float16,False,other,3.0,0.0,True,fdd3691978f557baf9d1c20d4ede900c47f7e135,False,False
⭕,KnutJaegersberg/Walter-Llama-1B,35.29,32.85,61.05,27.46,33.93,56.43,0.0,instruction-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,2.0,True,ae782b5a37bc961d0860e6a8edb10547bb5285d7,False,False
🟦,vihangd/dopeyplats-1.1b-2T-v1,35.28,33.11,54.31,24.55,39.26,58.8,1.67,RL-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,3.0,True,4ca47b470296de0e7bf3261e377aabaff9ad5c06,False,False
🔶,habanoz/TinyLlama-1.1B-intermediate-step-715k-1.5T-lr-5-4epochs-oasst1-top1-instruct-V1,35.28,31.14,54.31,25.42,41.72,57.77,1.29,fine-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.1,1.0,True,7cd6d5ad10180127771e4326772eae3d40fa8445,False,False
🔶,Josephgflowers/TinyLlama-3T-Cinder-v1.2,35.26,34.39,56.51,26.14,36.78,57.7,0.08,fine-tuned,LlamaForCausalLM,Original,float16,False,mit,1.1,2.0,True,15c3d37d6d0a6ec7294ce9b5c84851b739f47508,False,False
🟢,RWKV/rwkv-4-3b-pile,35.25,36.01,59.66,24.67,32.14,58.33,0.68,pretrained,RwkvForCausalLM,Original,float16,False,,3.0,2.0,False,7fdda3c5570d4a9711f8f02cc3a20941a5623cd3,False,False
⭕,KnutJaegersberg/platypus-1_8b,35.24,33.28,50.76,33.25,40.73,52.96,0.45,instruction-tuned,LlamaForCausalLM,Original,float16,False,other,1.84,0.0,True,688223a26ae6c3f6102bc3f524594cf21ebb752a,False,False
🔶,beberik/TinyExperts-v0-4x1B,35.23,31.4,52.29,25.87,41.13,60.14,0.53,fine-tuned,MixtralForCausalLM,Original,float16,True,cc-by-nc-4.0,2.62,0.0,True,cf8144d3b97b9f0154d0a84be2ee758cc60ca33c,True,True
⭕,KnutJaegersberg/Deacon-1b,35.21,32.42,58.62,24.89,35.05,59.59,0.68,instruction-tuned,LlamaForCausalLM,Original,float16,False,cc-by-nc-4.0,1.1,1.0,True,77f16fd4c605fe043033d4335024fb887cedef69,False,False
?,facebook/opt-iml-max-1.3b,35.21,30.72,53.81,27.61,38.34,60.22,0.53,,OPTForCausalLM,Original,float16,False,other,1.3,40.0,True,d60fa58f50def19751da2075791da359ca19d273,False,False
🟢,Writer/palmyra-base,35.18,31.91,55.39,27.15,37.57,58.09,0.99,pretrained,GPT2LMHeadModel,Original,float16,False,apache-2.0,0.0,39.0,True,df2f3bdb7cbe4295d69cf0cbc35f3ceaf451de82,False,False
?,TheBloke/wizard-mega-13B-GPTQ,35.18,27.73,26.01,24.97,48.69,74.74,8.95,,LlamaForCausalLM,Original,float16,False,other,16.22,103.0,True,848bf2514f804799dd28c188e5428d497dc983fb,False,False
🔶,KoboldAI/fairseq-dense-1.3B,35.16,31.14,58.39,24.98,37.43,59.04,0.0,fine-tuned,XGLMForCausalLM,Original,float16,False,,1.41,4.0,False,20bf1732212ea81adb45b782a25ce69e65a01ad2,False,False
?,TheBloke/chronos-wizardlm-uc-scot-st-13B-GPTQ,35.15,27.99,26.1,25.72,49.68,74.51,6.9,,LlamaForCausalLM,Original,float16,False,other,16.22,6.0,True,c4246e4b8d3fc77b9fe4ebb1ead61cda4b83575b,False,False
🟦,maywell/TinyWand-DPO,35.13,31.66,50.42,26.22,45.8,54.78,1.9,RL-tuned,LlamaForCausalLM,Original,float16,False,apache-2.0,1.63,0.0,True,7bf42524d664785d92243576b1f7d3b3ed463819,False,False
🔶,beaugogh/pythia-1.4b-deduped-sharegpt,35.11,34.3,54.49,24.0,41.81,55.25,0.83,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,1.42,0.0,False,03dfdc25c111a6a4a16d3da12190697611936426,False,False
🔶,HWERI/pythia-1.4b-deduped-sharegpt,35.11,34.3,54.49,24.0,41.81,55.25,0.83,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,1.42,2.0,True,5b50336208840f557ef3301d841e7994caaa63bb,False,False
🔶,pythainlp/wangchanglm-7.5B-sft-enth,35.11,33.79,58.99,24.52,34.9,57.93,0.53,fine-tuned,XGLMForCausalLM,Original,float16,False,cc-by-sa-4.0,7.5,6.0,True,eeee33ea6778a5e66184eeb4bf4294d4316b1933,False,False
🔶,PygmalionAI/metharme-1.3b,35.04,34.39,55.94,25.07,37.68,56.43,0.76,fine-tuned,GPTNeoXForCausalLM,Original,float16,False,apache-2.0,1.52,20.0,True,62ec4ff53042f692ef0661e54f371747214707a4,False,False
⭕,KnutJaegersberg/falcon-1b-t-sft,35.02,32.94,57.24,25.26,38.49,55.88,0.3,instruction-tuned,FalconForCausalLM,Original,float16,False,cc-by-nc-4.0,1.31,0.0,True,3b891a0c37f8fa98301c85fcf34baae876e4cac1,False,False
